Valori nutrizionali,per porzione,% RDA
Valore calorico,237 kcal 992 kJ,"11,9 %"
Grassi,"13,8 g","21,2 %"
Grassi saturi,"7,8 g","35,5 %"
Grassi monoinsaturi,"3,8 g","12,9 %"
Grassi polinsaturi,"0,6 g","4,3 %"
Carboidrati,"25,2 g","9,4 %"
Zuccheri,"5,8 g","11,7 %"
Proteine,"4,9 g","6,8 %"
Fibre alimentari,"2,3 g","0,8 %"
