Valori nutrizionali,per porzione,% RDA
Valore calorico,55 kcal 230 kJ,"2,8 %"
Grassi,"0,4 g","0,6 %"
Carboidrati,"4,5 g","1,7 %"
Proteine,"5,0 g","6,8 %"
