Valori nutrizionali,per porzione,% RDA
Valore calorico,283 kcal 1.185 kJ,"14,2 %"
Grassi,"25,0 g","38,5 %"
Grassi saturi,"16,0 g","72,7 %"
Carboidrati,"1,0 g","0,4 %"
Zuccheri,"1,0 g","2,0 %"
Proteine,"14,0 g","19,2 %"
Sale,"0,8 g","12,5 %"
