Valori nutrizionali,per porzione,% RDA
Valore calorico,688 kcal 2.880 kJ,"34,4 %"
Grassi,"55,6 g","85,5 %"
Grassi saturi,"13,1 g","59,7 %"
Grassi monoinsaturi,"14,0 g","48,2 %"
Grassi polinsaturi,"8,1 g","54,1 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"44,1 g","60,4 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"7.002,5 mg","23.341,5 %"
Sodio,"0,6 g","0,1 %"
Acqua,"248,3 g","12,4 %"
