Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"0,3 mg","26,5 %"
Vitamina B11,"0,0 mg","0,0 %"
Vitamina B12,"< 0,1 mg","32,0 %"
Vitamina B2,"0,2 mg","12,0 %"
Vitamina B3,"4,6 mg","28,9 %"
Vitamina B5,"0,7 mg","11,5 %"
Vitamina B6,"0,3 mg","19,1 %"
Vitamina C,"0,0 mg","0,0 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,0 mg","0,0 %"
Vitamina K,"0,0 mg","0,0 %"
