Minerali,per porzione,% RDA
Calcio,"24,9 mg","2,5 %"
Rame,"< 0,1 mg","3,0 %"
Ferro,"0,5 mg","3,1 %"
Magnesio,"5,6 mg","1,9 %"
Manganese,"< 0,1 mg","0,6 %"
Fosforo,"76,4 mg","10,9 %"
Potassio,"88,4 mg","4,4 %"
Selenio,"< 0,1 mg","22,5 %"
Zinco,"1,0 mg","13,8 %"
