Valori nutrizionali,per porzione,% RDA
Valore calorico,473 kcal 1.980 kJ,"23,7 %"
Grassi,"23,3 g","35,8 %"
Grassi saturi,"1,8 g","8,0 %"
Grassi monoinsaturi,"14,6 g","50,2 %"
Grassi polinsaturi,"6,6 g","44,0 %"
Carboidrati,"60,4 g","22,5 %"
Zuccheri,"4,0 g","8,1 %"
Proteine,"5,3 g","7,3 %"
Fibre alimentari,"4,7 g","1,6 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"1,0 g","0,2 %"
Acqua,"6,3 g","0,3 %"
