Minerali,per porzione,% RDA
Calcio,"66,6 mg","6,7 %"
Rame,"0,3 mg","27,9 %"
Ferro,"2,6 mg","17,1 %"
Magnesio,"81,9 mg","27,3 %"
Manganese,"0,7 mg","36,9 %"
Fosforo,"202,2 mg","28,9 %"
Potassio,"619,5 mg","31,0 %"
Selenio,"< 0,1 mg","15,4 %"
Zinco,"1,6 mg","22,7 %"
