Minerali,per porzione,% RDA
Calcio,"163,6 mg","16,4 %"
Rame,"0,2 mg","20,0 %"
Ferro,"1,8 mg","11,8 %"
Magnesio,"34,8 mg","11,6 %"
Manganese,"0,2 mg","11,2 %"
Fosforo,"102,7 mg","14,7 %"
Potassio,"261,0 mg","13,1 %"
Selenio,"< 0,1 mg","16,8 %"
Zinco,"2,2 mg","31,3 %"
