Valori nutrizionali,per porzione,% RDA
Valore calorico,342 kcal 1.430 kJ,"17,1 %"
Grassi,"10,4 g","16,0 %"
Grassi saturi,"3,9 g","17,6 %"
Grassi monoinsaturi,"4,2 g","14,5 %"
Grassi polinsaturi,"1,6 g","11,0 %"
Carboidrati,"51,5 g","19,2 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"10,8 g","14,8 %"
Fibre alimentari,"3,7 g","1,2 %"
Colesterolo,"9,2 mg","30,5 %"
Sodio,"2,2 g","0,4 %"
Acqua,"225,9 g","11,3 %"
