Minerali,per porzione,% RDA
Calcio,"52,0 mg","5,2 %"
Rame,"0,2 mg","23,2 %"
Ferro,"1,6 mg","10,3 %"
Magnesio,"53,0 mg","17,7 %"
Manganese,"0,3 mg","13,8 %"
Fosforo,"130,0 mg","18,6 %"
Potassio,"838,0 mg","41,9 %"
Selenio,"< 0,1 mg","3,3 %"
Zinco,"0,5 mg","7,1 %"
