Minerali,per porzione,% RDA
Calcio,"120,7 mg","12,1 %"
Rame,"< 0,1 mg","9,1 %"
Ferro,"2,7 mg","18,2 %"
Magnesio,"20,0 mg","6,7 %"
Manganese,"0,3 mg","15,3 %"
Fosforo,"101,7 mg","14,5 %"
Potassio,"182,4 mg","9,1 %"
Selenio,"< 0,1 mg","83,0 %"
Zinco,"1,9 mg","26,5 %"
