Minerali,per porzione,% RDA
Calcio,"57,0 mg","5,7 %"
Rame,"0,1 mg","10,3 %"
Ferro,"3,4 mg","23,0 %"
Magnesio,"27,8 mg","9,3 %"
Manganese,"< 0,1 mg","0,8 %"
Fosforo,"280,8 mg","40,1 %"
Potassio,"455,9 mg","22,8 %"
Selenio,"< 0,1 mg","102,9 %"
Zinco,"8,3 mg","118,2 %"
