Minerali,per porzione,% RDA
Calcio,"301,7 mg","30,2 %"
Rame,"< 0,1 mg","7,9 %"
Ferro,"1,0 mg","6,6 %"
Magnesio,"31,0 mg","10,3 %"
Manganese,"< 0,1 mg","1,4 %"
Fosforo,"318,7 mg","45,5 %"
Potassio,"417,4 mg","20,9 %"
Selenio,"< 0,1 mg","82,7 %"
Zinco,"1,5 mg","21,8 %"
