Valori nutrizionali,per porzione,% RDA
Valore calorico,72 kcal 300 kJ,"3,6 %"
Grassi,"0,3 g","0,4 %"
Grassi saturi,"< 0,1 g","0,2 %"
Grassi monoinsaturi,"< 0,1 g","< 0,1 %"
Grassi polinsaturi,"0,1 g","0,8 %"
Carboidrati,"16,4 g","6,1 %"
Zuccheri,"6,9 g","13,8 %"
Proteine,"4,5 g","6,2 %"
Fibre alimentari,"9,5 g","3,2 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"241,2 g","12,1 %"
