Minerali,per porzione,% RDA
Calcio,"28,2 mg","2,8 %"
Rame,"0,1 mg","14,6 %"
Ferro,"1,1 mg","7,2 %"
Magnesio,"30,7 mg","10,2 %"
Manganese,"0,6 mg","29,8 %"
Fosforo,"23,0 mg","3,3 %"
Potassio,"240,6 mg","12,0 %"
Selenio,"< 0,1 mg","0,9 %"
Zinco,"0,4 mg","5,9 %"
