Minerali,per porzione,% RDA
Calcio,"1,3 mg","0,1 %"
Rame,"< 0,1 mg","1,0 %"
Ferro,"< 0,1 mg","0,6 %"
Magnesio,"1,5 mg","0,5 %"
Manganese,"< 0,1 mg","0,3 %"
Fosforo,"15,0 mg","2,1 %"
Potassio,"26,1 mg","1,3 %"
Selenio,"< 0,1 mg","6,5 %"
Zinco,"0,2 mg","3,0 %"
