Valori nutrizionali,per porzione,% RDA
Valore calorico,1.415 kcal 5.925 kJ,"70,8 %"
Grassi,"94,7 g","145,6 %"
Grassi saturi,"26,4 g","120,1 %"
Grassi monoinsaturi,"35,7 g","123,0 %"
Grassi polinsaturi,"23,3 g","155,5 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"130,8 g","179,1 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"534,3 mg","1.780,9 %"
Sodio,"0,5 g","< 0,1 %"
Acqua,"489,4 g","24,5 %"
