Valori nutrizionali,per porzione,% RDA
Valore calorico,40 kcal 167 kJ,"2,0 %"
Grassi,"4,5 g","6,9 %"
Grassi saturi,"0,4 g","1,8 %"
Grassi monoinsaturi,"2,6 g","8,9 %"
Grassi polinsaturi,"1,3 g","8,7 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"0,0 g","0,0 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,0 g","0,0 %"
Acqua,"0,0 g","0,0 %"
