Valori nutrizionali,per porzione,% RDA
Valore calorico,412 kcal 1.725 kJ,"20,6 %"
Grassi,"10,9 g","16,8 %"
Grassi saturi,"3,0 g","13,4 %"
Grassi monoinsaturi,"3,8 g","13,0 %"
Grassi polinsaturi,"3,4 g","22,6 %"
Carboidrati,"44,3 g","16,5 %"
Zuccheri,"10,5 g","21,0 %"
Proteine,"33,7 g","46,2 %"
Fibre alimentari,"2,8 g","0,9 %"
Colesterolo,"76,8 mg","255,9 %"
Sodio,"1,0 g","0,2 %"
Acqua,"108,3 g","5,4 %"
