Minerali,per porzione,% RDA
Calcio,"59,9 mg","6,0 %"
Rame,"< 0,1 mg","8,7 %"
Ferro,"0,9 mg","6,0 %"
Magnesio,"13,1 mg","4,4 %"
Manganese,"0,2 mg","9,2 %"
Fosforo,"44,3 mg","6,3 %"
Potassio,"55,8 mg","2,8 %"
Selenio,"< 0,1 mg","8,5 %"
Zinco,"0,3 mg","3,7 %"
