Minerali,per porzione,% RDA
Calcio,"131,4 mg","13,1 %"
Rame,"0,5 mg","52,5 %"
Ferro,"6,2 mg","41,1 %"
Magnesio,"50,0 mg","16,7 %"
Manganese,"1,9 mg","95,7 %"
Fosforo,"283,1 mg","40,4 %"
Potassio,"321,9 mg","16,1 %"
Selenio,"< 0,1 mg","122,7 %"
Zinco,"1,9 mg","27,0 %"
