Minerali,per porzione,% RDA
Calcio,"63,6 mg","6,4 %"
Rame,"0,3 mg","34,2 %"
Ferro,"1,1 mg","7,1 %"
Magnesio,"50,4 mg","16,8 %"
Manganese,"0,4 mg","18,4 %"
Fosforo,"121,9 mg","17,4 %"
Potassio,"927,5 mg","46,4 %"
Selenio,"< 0,1 mg","6,2 %"
Zinco,"< 0,1 mg","1,1 %"
