Valori nutrizionali,per porzione,% RDA
Valore calorico,364 kcal 1.525 kJ,"18,2 %"
Grassi,"3,9 g","6,0 %"
Grassi saturi,"2,6 g","11,9 %"
Carboidrati,"6,8 g","2,5 %"
Zuccheri,"1,8 g","3,6 %"
Proteine,"68,6 g","93,9 %"
Sale,"1,9 g","32,1 %"
