Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"0,6 mg","53,2 %"
Vitamina B11,"< 0,1 mg","22,1 %"
Vitamina B12,"0,0 mg","0,0 %"
Vitamina B2,"0,4 mg","31,2 %"
Vitamina B3,"6,0 mg","37,6 %"
Vitamina B5,"1,2 mg","20,5 %"
Vitamina B6,"0,7 mg","53,6 %"
Vitamina C,"42,0 mg","52,5 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,0 mg","0,0 %"
Vitamina K,"0,0 mg","0,0 %"
