Minerali,per porzione,% RDA
Calcio,"158,1 mg","15,8 %"
Rame,"< 0,1 mg","3,2 %"
Ferro,"1,8 mg","11,8 %"
Magnesio,"18,7 mg","6,2 %"
Manganese,"0,2 mg","12,2 %"
Fosforo,"49,3 mg","7,0 %"
Potassio,"630,7 mg","31,5 %"
Selenio,"< 0,1 mg","2,3 %"
Zinco,"0,3 mg","4,1 %"
