Minerali,per porzione,% RDA
Calcio,"21,3 mg","2,1 %"
Rame,"< 0,1 mg","9,8 %"
Ferro,"1,6 mg","10,6 %"
Magnesio,"31,2 mg","10,4 %"
Manganese,"0,4 mg","19,4 %"
Fosforo,"73,3 mg","10,5 %"
Potassio,"134,9 mg","6,7 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"0,7 mg","9,9 %"
