Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"0,5 mg","43,6 %"
Vitamina B11,"< 0,1 mg","15,0 %"
Vitamina B12,"0,0 mg","0,0 %"
Vitamina B2,"0,1 mg","9,3 %"
Vitamina B3,"3,2 mg","20,1 %"
Vitamina B5,"1,0 mg","15,9 %"
Vitamina B6,"0,2 mg","17,1 %"
Vitamina C,"0,0 mg","0,0 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,0 mg","0,0 %"
Vitamina K,"0,0 mg","0,0 %"
