Minerali,per porzione,% RDA
Calcio,"213,1 mg","21,3 %"
Rame,"< 0,1 mg","0,6 %"
Ferro,"0,1 mg","1,0 %"
Magnesio,"7,9 mg","2,6 %"
Manganese,"< 0,1 mg","0,2 %"
Fosforo,"124,9 mg","17,8 %"
Potassio,"16,6 mg","0,8 %"
Selenio,"< 0,1 mg","13,5 %"
Zinco,"0,5 mg","7,1 %"
