Minerali,per porzione,% RDA
Calcio,"59,7 mg","6,0 %"
Rame,"< 0,1 mg","1,8 %"
Ferro,"< 0,1 mg","0,5 %"
Magnesio,"3,6 mg","1,2 %"
Manganese,"< 0,1 mg","0,1 %"
Fosforo,"52,8 mg","7,5 %"
Potassio,"85,8 mg","4,3 %"
Selenio,"< 0,1 mg","4,5 %"
Zinco,"0,2 mg","3,2 %"
