Valori nutrizionali,per porzione,% RDA
Valore calorico,243 kcal 1.018 kJ,"12,2 %"
Grassi,"11,0 g","17,0 %"
Grassi saturi,"2,3 g","10,6 %"
Grassi monoinsaturi,"7,7 g","26,6 %"
Grassi polinsaturi,"0,6 g","3,8 %"
Carboidrati,"35,5 g","13,3 %"
Zuccheri,"0,3 g","0,6 %"
Proteine,"2,6 g","3,6 %"
Fibre alimentari,"3,2 g","1,1 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,6 g","0,1 %"
Acqua,"76,4 g","3,8 %"
