Minerali,per porzione,% RDA
Calcio,"14,1 mg","1,4 %"
Rame,"< 0,1 mg","4,4 %"
Ferro,"1,2 mg","7,7 %"
Magnesio,"9,0 mg","3,0 %"
Manganese,"0,2 mg","8,4 %"
Fosforo,"36,5 mg","5,2 %"
Potassio,"41,0 mg","2,0 %"
Selenio,"< 0,1 mg","28,9 %"
Zinco,"0,3 mg","4,3 %"
