Minerali,per porzione,% RDA
Calcio,"20,0 mg","2,0 %"
Rame,"0,1 mg","12,2 %"
Ferro,"0,9 mg","5,7 %"
Magnesio,"22,0 mg","7,3 %"
Manganese,"0,1 mg","7,0 %"
Fosforo,"36,0 mg","5,1 %"
Potassio,"458,0 mg","22,9 %"
Selenio,"< 0,1 mg","2,0 %"
Zinco,"0,3 mg","4,3 %"
