Minerali,per porzione,% RDA
Calcio,"91,8 mg","9,2 %"
Rame,"0,2 mg","17,3 %"
Ferro,"0,7 mg","4,5 %"
Magnesio,"36,9 mg","12,3 %"
Manganese,"0,3 mg","12,8 %"
Fosforo,"108,2 mg","15,5 %"
Potassio,"182,0 mg","9,1 %"
Selenio,"< 0,1 mg","5,5 %"
Zinco,"0,5 mg","7,8 %"
