Minerali,per porzione,% RDA
Calcio,"24,4 mg","2,4 %"
Rame,"0,1 mg","14,7 %"
Ferro,"0,9 mg","6,2 %"
Magnesio,"13,9 mg","4,6 %"
Manganese,"0,1 mg","7,3 %"
Fosforo,"51,0 mg","7,3 %"
Potassio,"394,4 mg","19,7 %"
Selenio,"< 0,1 mg","1,2 %"
Zinco,"0,4 mg","5,3 %"
