Valori nutrizionali,per porzione,% RDA
Valore calorico,108 kcal 452 kJ,"5,4 %"
Grassi,"2,4 g","3,8 %"
Grassi saturi,"0,8 g","3,6 %"
Grassi monoinsaturi,"1,0 g","3,5 %"
Grassi polinsaturi,"0,5 g","3,3 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"20,1 g","27,6 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"62,1 mg","206,8 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"63,0 g","3,2 %"
