Minerali,per porzione,% RDA
Calcio,"151,2 mg","15,1 %"
Rame,"0,2 mg","23,4 %"
Ferro,"2,8 mg","18,4 %"
Magnesio,"67,5 mg","22,5 %"
Manganese,"0,6 mg","30,7 %"
Fosforo,"101,5 mg","14,5 %"
Potassio,"854,3 mg","42,7 %"
Selenio,"< 0,1 mg","4,7 %"
Zinco,"3,2 mg","45,2 %"
