Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"< 0,1 mg","0,7 %"
Vitamina B11,"0,0 mg","0,0 %"
Vitamina B12,"0,0 mg","0,0 %"
Vitamina B2,"< 0,1 mg","1,2 %"
Vitamina B3,"0,4 mg","2,2 %"
Vitamina B5,"0,0 mg","0,0 %"
Vitamina B6,"< 0,1 mg","3,7 %"
Vitamina C,"19,3 mg","24,1 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,0 mg","0,0 %"
Vitamina K,"0,0 mg","0,0 %"
