Minerali,per porzione,% RDA
Calcio,"37,2 mg","3,7 %"
Rame,"0,1 mg","12,4 %"
Ferro,"0,6 mg","4,2 %"
Magnesio,"10,8 mg","3,6 %"
Manganese,"0,5 mg","27,0 %"
Fosforo,"24,0 mg","3,4 %"
Potassio,"189,6 mg","9,5 %"
Selenio,"< 0,1 mg","1,6 %"
Zinco,"0,3 mg","5,0 %"
