Valori nutrizionali,per porzione,% RDA
Valore calorico,185 kcal 775 kJ,"9,3 %"
Grassi,"9,1 g","14,0 %"
Grassi saturi,"2,2 g","9,9 %"
Grassi monoinsaturi,"6,1 g","21,0 %"
Grassi polinsaturi,"0,6 g","4,0 %"
Carboidrati,"22,1 g","8,2 %"
Zuccheri,"1,7 g","3,3 %"
Proteine,"3,8 g","5,2 %"
Fibre alimentari,"0,8 g","0,3 %"
Colesterolo,"0,5 mg","1,7 %"
Sodio,"0,5 g","< 0,1 %"
Acqua,"15,1 g","0,8 %"
