Valori nutrizionali,per porzione,% RDA
Valore calorico,151 kcal 632 kJ,"7,6 %"
Grassi,"0,4 g","0,7 %"
Grassi saturi,"< 0,1 g","0,3 %"
Grassi monoinsaturi,"< 0,1 g","0,2 %"
Grassi polinsaturi,"0,2 g","1,2 %"
Carboidrati,"33,8 g","12,6 %"
Zuccheri,"0,2 g","0,4 %"
Proteine,"5,6 g","7,7 %"
Fibre alimentari,"8,2 g","2,7 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"141,5 g","7,1 %"
