Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"0,1 mg","13,5 %"
Vitamina B11,"0,1 mg","28,8 %"
Vitamina B12,"0,0 mg","0,0 %"
Vitamina B2,"0,2 mg","11,0 %"
Vitamina B3,"2,4 mg","15,0 %"
Vitamina B5,"0,9 mg","15,7 %"
Vitamina B6,"0,7 mg","49,6 %"
Vitamina C,"0,0 mg","0,0 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,0 mg","0,0 %"
Vitamina K,"0,0 mg","0,0 %"
