Minerali,per porzione,% RDA
Calcio,"78,9 mg","7,9 %"
Rame,"0,2 mg","21,3 %"
Ferro,"1,9 mg","12,4 %"
Magnesio,"47,3 mg","15,8 %"
Manganese,"< 0,1 mg","1,2 %"
Fosforo,"594,4 mg","84,9 %"
Potassio,"823,2 mg","41,2 %"
Selenio,"< 0,1 mg","277,0 %"
Zinco,"7,2 mg","102,9 %"
