Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"0,2 mg","16,0 %"
Vitamina B11,"0,3 mg","75,6 %"
Vitamina B12,"0,0 mg","0,0 %"
Vitamina B2,"0,3 mg","24,6 %"
Vitamina B3,"1,5 mg","9,7 %"
Vitamina B5,"1,7 mg","28,7 %"
Vitamina B6,"0,6 mg","40,0 %"
Vitamina C,"181,7 mg","227,2 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"4,1 mg","33,8 %"
Vitamina K,"0,4 mg","0,5 %"
