Minerali,per porzione,% RDA
Calcio,"27,6 mg","2,8 %"
Rame,"0,7 mg","72,8 %"
Ferro,"13,1 mg","87,3 %"
Magnesio,"29,0 mg","9,7 %"
Manganese,"0,2 mg","7,8 %"
Fosforo,"288,6 mg","41,2 %"
Potassio,"191,4 mg","9,6 %"
Selenio,"< 0,1 mg","38,7 %"
Zinco,"10,6 mg","151,2 %"
