Minerali,per porzione,% RDA
Calcio,"16,2 mg","1,6 %"
Rame,"< 0,1 mg","4,0 %"
Ferro,"1,9 mg","12,7 %"
Magnesio,"24,2 mg","8,1 %"
Manganese,"0,4 mg","21,1 %"
Fosforo,"74,7 mg","10,7 %"
Potassio,"84,8 mg","4,2 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"0,6 mg","8,1 %"
