Minerali,per porzione,% RDA
Calcio,"128,0 mg","12,8 %"
Rame,"0,1 mg","14,0 %"
Ferro,"4,8 mg","32,0 %"
Magnesio,"99,0 mg","33,0 %"
Manganese,"0,6 mg","28,5 %"
Fosforo,"245,0 mg","35,0 %"
Potassio,"396,0 mg","19,8 %"
Selenio,"< 0,1 mg","31,3 %"
Zinco,"3,4 mg","48,6 %"
