Minerali,per porzione,% RDA
Calcio,"20,0 mg","2,0 %"
Rame,"< 0,1 mg","5,2 %"
Ferro,"1,8 mg","12,0 %"
Magnesio,"11,4 mg","3,8 %"
Manganese,"0,2 mg","10,4 %"
Fosforo,"73,0 mg","10,4 %"
Potassio,"65,0 mg","3,2 %"
Selenio,"< 0,1 mg","30,2 %"
Zinco,"0,8 mg","10,8 %"
