Valori nutrizionali,per porzione,% RDA
Valore calorico,188 kcal 788 kJ,"9,4 %"
Grassi,"17,0 g","26,1 %"
Grassi saturi,"4,9 g","22,4 %"
Grassi monoinsaturi,"7,2 g","24,9 %"
Grassi polinsaturi,"3,6 g","24,2 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"8,3 g","11,4 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"46,6 mg","155,4 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"34,3 g","1,7 %"
