Minerali,per porzione,% RDA
Calcio,"27,8 mg","2,8 %"
Rame,"< 0,1 mg","4,6 %"
Ferro,"0,6 mg","4,2 %"
Magnesio,"25,3 mg","8,4 %"
Manganese,"0,6 mg","30,2 %"
Fosforo,"35,4 mg","5,1 %"
Potassio,"263,1 mg","13,2 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"0,2 mg","2,5 %"
