Minerali,per porzione,% RDA
Calcio,"24,2 mg","2,4 %"
Rame,"0,2 mg","20,8 %"
Ferro,"1,2 mg","8,1 %"
Magnesio,"29,0 mg","9,7 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"21,8 mg","3,1 %"
Potassio,"234,7 mg","11,7 %"
Selenio,"< 0,1 mg","0,8 %"
Zinco,"0,2 mg","3,5 %"
