Valori nutrizionali,per porzione,% RDA
Valore calorico,143 kcal 599 kJ,"7,2 %"
Grassi,"1,1 g","1,7 %"
Grassi saturi,"0,0 g","0,0 %"
Grassi monoinsaturi,"0,0 g","0,0 %"
Grassi polinsaturi,"0,0 g","0,0 %"
Carboidrati,"35,1 g","13,1 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"0,8 g","1,1 %"
Fibre alimentari,"3,5 g","1,2 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"158,6 g","7,9 %"
