Valori nutrizionali,per porzione,% RDA
Valore calorico,238 kcal 998 kJ,"11,9 %"
Grassi,"13,3 g","20,4 %"
Grassi saturi,"3,3 g","15,0 %"
Grassi monoinsaturi,"7,4 g","25,5 %"
Grassi polinsaturi,"1,8 g","11,9 %"
Carboidrati,"26,6 g","9,9 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"3,9 g","5,3 %"
Fibre alimentari,"1,1 g","0,4 %"
Colesterolo,"18,2 mg","60,8 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"12,5 g","0,6 %"
