Minerali,per porzione,% RDA
Calcio,"163,2 mg","16,3 %"
Rame,"0,2 mg","20,9 %"
Ferro,"4,3 mg","28,6 %"
Magnesio,"104,4 mg","34,8 %"
Manganese,"1,1 mg","56,1 %"
Fosforo,"67,2 mg","9,6 %"
Potassio,"559,2 mg","28,0 %"
Selenio,"< 0,1 mg","6,0 %"
Zinco,"0,9 mg","13,0 %"
