Valori nutrizionali,per porzione,% RDA
Valore calorico,60 kcal 251 kJ,"3,0 %"
Grassi,"5,7 g","8,8 %"
Grassi saturi,"1,9 g","8,5 %"
Grassi monoinsaturi,"3,3 g","11,5 %"
Grassi polinsaturi,"0,1 g","0,7 %"
Carboidrati,"0,6 g","0,2 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"1,5 g","2,0 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"19,5 mg","65,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"4,8 g","0,2 %"
