Valori nutrizionali,per porzione,% RDA
Valore calorico,184 kcal 770 kJ,"9,2 %"
Grassi,"0,5 g","0,8 %"
Grassi saturi,"< 0,1 g","0,1 %"
Grassi monoinsaturi,"< 0,1 g","0,2 %"
Grassi polinsaturi,"0,3 g","1,8 %"
Carboidrati,"47,3 g","17,6 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"1,6 g","2,2 %"
Fibre alimentari,"6,0 g","2,0 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"201,9 g","10,1 %"
