Valori nutrizionali,per porzione,% RDA
Valore calorico,49 kcal 203 kJ,"2,4 %"
Grassi,"0,5 g","0,8 %"
Grassi saturi,"0,1 g","0,6 %"
Grassi monoinsaturi,"< 0,1 g","< 0,1 %"
Grassi polinsaturi,"0,2 g","1,6 %"
Carboidrati,"9,4 g","3,5 %"
Zuccheri,"5,4 g","10,8 %"
Proteine,"4,7 g","6,4 %"
Fibre alimentari,"4,0 g","1,3 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"163,8 g","8,2 %"
