Minerali,per porzione,% RDA
Calcio,"62,6 mg","6,3 %"
Rame,"0,2 mg","16,0 %"
Ferro,"1,1 mg","7,6 %"
Magnesio,"62,6 mg","20,9 %"
Manganese,"< 0,1 mg","2,8 %"
Fosforo,"702,0 mg","100,3 %"
Potassio,"1.036,8 mg","51,8 %"
Selenio,"< 0,1 mg","273,6 %"
Zinco,"1,2 mg","17,6 %"
