Minerali,per porzione,% RDA
Calcio,"15,5 mg","1,6 %"
Rame,"< 0,1 mg","2,3 %"
Ferro,"0,5 mg","3,0 %"
Magnesio,"6,6 mg","2,2 %"
Manganese,"< 0,1 mg","3,6 %"
Fosforo,"14,1 mg","2,0 %"
Potassio,"116,1 mg","5,8 %"
Selenio,"< 0,1 mg","0,6 %"
Zinco,"0,1 mg","1,5 %"
