Minerali,per porzione,% RDA
Calcio,"58,8 mg","5,9 %"
Rame,"< 0,1 mg","2,8 %"
Ferro,"0,1 mg","0,8 %"
Magnesio,"9,0 mg","3,0 %"
Manganese,"0,1 mg","7,1 %"
Fosforo,"76,8 mg","11,0 %"
Potassio,"67,8 mg","3,4 %"
Selenio,"< 0,1 mg","18,1 %"
Zinco,"0,6 mg","7,9 %"
