Valori nutrizionali,per porzione,% RDA
Valore calorico,220 kcal 923 kJ,"11,0 %"
Grassi,"5,6 g","8,6 %"
Grassi saturi,"1,1 g","4,8 %"
Grassi monoinsaturi,"1,3 g","4,5 %"
Grassi polinsaturi,"2,3 g","15,2 %"
Carboidrati,"35,6 g","13,3 %"
Zuccheri,"1,3 g","2,5 %"
Proteine,"6,8 g","9,3 %"
Fibre alimentari,"5,0 g","1,7 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,6 g","0,1 %"
Acqua,"95,6 g","4,8 %"
