Valori nutrizionali,per porzione,% RDA
Valore calorico,158 kcal 660 kJ,"7,9 %"
Grassi,"5,9 g","9,0 %"
Grassi saturi,"1,6 g","7,5 %"
Grassi monoinsaturi,"2,6 g","8,9 %"
Grassi polinsaturi,"1,6 g","10,9 %"
Carboidrati,"18,3 g","6,8 %"
Zuccheri,"1,6 g","3,3 %"
Proteine,"7,8 g","10,8 %"
Fibre alimentari,"0,9 g","0,3 %"
Colesterolo,"33,3 mg","111,1 %"
Sodio,"2,1 g","0,4 %"
Acqua,"265,1 g","13,3 %"
