Valori nutrizionali,per porzione,% RDA
Valore calorico,272 kcal 1.139 kJ,"13,6 %"
Grassi,"20,3 g","31,2 %"
Carboidrati,"0,0 g","0,0 %"
Proteine,"22,4 g","30,7 %"
Sale,"1,1 g","18,6 %"
