Valori nutrizionali,per porzione,% RDA
Valore calorico,576 kcal 2.412 kJ,"28,8 %"
Grassi,"15,2 g","23,4 %"
Grassi saturi,"5,9 g","26,6 %"
Grassi monoinsaturi,"4,6 g","15,8 %"
Grassi polinsaturi,"2,1 g","14,2 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"102,6 g","140,6 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"376,5 mg","1.255,0 %"
Sodio,"0,3 g","< 0,1 %"
Acqua,"324,1 g","16,2 %"
